0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,99.80952380952381,100.0,100.0,100.0,99.90476190476191,99.80952380952381,0.0,99.71428571428571,100.0,99.90476190476191,100.0,100.0,100.0,100.0
99.90476190476191,99.90476190476191,100.0,100.0,100.0,100.0,99.90476190476191,100.0,99.88925802879291,100.0,100.0,99.90476190476191,100.0,99.90476190476191,100.0,100.0,99.90476190476191,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.89417989417989
100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.87293519695044,100.0,100.0,0.0,99.90476190476191,100.0,99.90476190476191,100.0,100.0,100.0,100.0
100.0,100.0,99.80952380952381,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.90467111534795,100.0,100.0,100.0,100.0,100.0,99.80952380952381,100.0,0.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0
100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.80934223069589,100.0,99.90476190476191,100.0,99.90476190476191,100.0,99.90476190476191,100.0,0.0,99.90476190476191,100.0,100.0,99.90476190476191,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,99.71988795518207,100.0,100.0,100.0,99.90476190476191,100.0,99.90476190476191,100.0,99.90476190476191,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,0.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90467111534795,100.0,100.0,99.90476190476191,99.90476190476191,100.0,99.90476190476191,100.0,0.0,100.0,99.89495798319328,100.0,99.90476190476191,100.0,100.0,100.0
99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,99.90476190476191,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
99.90476190476191,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,99.89495798319328,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,99.89495798319328,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.90723562152134,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90467111534795,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,99.63369963369964,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.90476190476191,99.89495798319328,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,99.63369963369964,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88925802879291,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90467111534795,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,99.71988795518207,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,100.0,100.0,100.0,99.90476190476191,100.0,100.0,100.0,99.90476190476191,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.89417989417989
